"measurement_datetime","gps_error_meter","accel_y_longitudinal","accel_z_vertical","oid","longitude","car_name","latitude","measurement_ms","measurement_data_id","accel_x_transverse"
"2015/12/17 13:06:56","18","0.261","9.683","4655815","139.897428","patrol02","37.490895","1450325307830","20151217_130656","0.277"
"2015/12/17 13:06:56","18","0.393","9.697","4655816","139.897431","patrol02","37.490886","1450325307930","20151217_130656","0.247"
"2015/12/17 13:06:56","18","0.339","9.89","4655817","139.897434","patrol02","37.490876","1450325308031","20151217_130656","0.408"
"2015/12/17 13:06:56","18","-0.004","10.102","4655818","139.897438","patrol02","37.490866","1450325308132","20151217_130656","0.489"
"2015/12/17 13:06:56","18","0.305","9.7","4655819","139.897441","patrol02","37.490856","1450325308233","20151217_130656","0.447"
"2015/12/17 13:06:56","18","0.355","9.281","4655820","139.897444","patrol02","37.490846","1450325308333","20151217_130656","0.547"
"2015/12/17 13:06:56","18","0.241","9.171","4655821","139.897448","patrol02","37.490836","1450325308429","20151217_130656","0.559"
"2015/12/17 13:06:56","18","0.248","9.308","4655822","139.897454","patrol02","37.490825","1450325308530","20151217_130656","0.318"
"2015/12/17 13:06:56","18","0.068","9.949","4655823","139.897459","patrol02","37.490813","1450325308630","20151217_130656","0.226"
"2015/12/17 13:06:56","18","-0.055","10.444","4655824","139.897465","patrol02","37.490802","1450325308731","20151217_130656","0.22"
"2015/12/17 13:06:56","18","0.434","10.268","4655825","139.89747","patrol02","37.49079","1450325308832","20151217_130656","0.153"
"2015/12/17 13:06:56","18","0.361","9.309","4655826","139.897476","patrol02","37.490779","1450325308932","20151217_130656","0.187"
"2015/12/17 13:06:56","18","0.028","8.787","4655827","139.897482","patrol02","37.490767","1450325309033","20151217_130656","0.253"
"2015/12/17 13:06:56","18","0.377","8.794","4655828","139.897487","patrol02","37.490756","1450325309129","20151217_130656","0.283"
"2015/12/17 13:06:56","18","0.431","9.226","4655829","139.897493","patrol02","37.490745","1450325309230","20151217_130656","0.237"
"2015/12/17 13:06:56","18","-0.029","9.906","4655830","139.897498","patrol02","37.490733","1450325309330","20151217_130656","0.282"
"2015/12/17 13:06:56","14","-0.108","10.465","4655831","139.897504","patrol02","37.490722","1450325309431","20151217_130656","0.455"
"2015/12/17 13:06:56","14","0.287","10.278","4655832","139.89751","patrol02","37.490712","1450325309532","20151217_130656","0.558"
"2015/12/17 13:06:56","14","0.464","9.687","4655833","139.897516","patrol02","37.490701","1450325309632","20151217_130656","0.481"
"2015/12/17 13:06:56","14","0.441","9.136","4655834","139.897522","patrol02","37.490691","1450325309733","20151217_130656","0.509"
"2015/12/17 13:06:56","14","0.61","9.214","4655835","139.897527","patrol02","37.490681","1450325309829","20151217_130656","0.463"
"2015/12/17 13:06:56","14","0.461","9.83","4655836","139.897533","patrol02","37.49067","1450325309930","20151217_130656","0.509"
"2015/12/17 13:06:56","14","0.47","10.188","4655837","139.897539","patrol02","37.49066","1450325310030","20151217_130656","0.344"
"2015/12/17 13:06:56","14","0.398","10.017","4655838","139.897545","patrol02","37.490649","1450325310131","20151217_130656","0.44"
"2015/12/17 13:06:56","14","0.153","9.463","4655839","139.897551","patrol02","37.490639","1450325310232","20151217_130656","0.408"
"2015/12/17 13:06:56","14","0.367","9.264","4655840","139.897556","patrol02","37.490628","1450325310332","20151217_130656","0.352"
"2015/12/17 13:06:56","16","0.715","9.319","4655841","139.897562","patrol02","37.490617","1450325310433","20151217_130656","0.396"
"2015/12/17 13:06:56","16","0.444","9.697","4655842","139.897568","patrol02","37.490605","1450325310529","20151217_130656","0.342"
"2015/12/17 13:06:56","16","0.228","10.016","4655843","139.897573","patrol02","37.490593","1450325310629","20151217_130656","0.363"
"2015/12/17 13:06:56","16","0.346","10.093","4655844","139.897579","patrol02","37.490581","1450325310730","20151217_130656","0.441"
"2015/12/17 13:06:56","16","0.232","9.673","4655845","139.897584","patrol02","37.490568","1450325310831","20151217_130656","0.44"
"2015/12/17 13:06:56","16","0.2","9.214","4655846","139.89759","patrol02","37.490556","1450325310931","20151217_130656","0.509"
"2015/12/17 13:06:56","16","0.15","9.205","4655847","139.897596","patrol02","37.490543","1450325311032","20151217_130656","0.484"
"2015/12/17 13:06:56","16","0.514","9.49","4655848","139.897601","patrol02","37.490531","1450325311133","20151217_130656","0.458"
"2015/12/17 13:06:56","16","0.358","9.543","4655849","139.897607","patrol02","37.490519","1450325311229","20151217_130656","0.499"
"2015/12/17 13:06:56","16","-0.033","9.552","4655850","139.897612","patrol02","37.490507","1450325311329","20151217_130656","0.492"
"2015/12/17 13:06:56","14","0.264","9.823","4655851","139.897618","patrol02","37.490495","1450325311430","20151217_130656","0.467"
"2015/12/17 13:06:56","14","0.486","9.877","4655852","139.897623","patrol02","37.490483","1450325311531","20151217_130656","0.49"
"2015/12/17 13:06:56","14","0.238","9.601","4655853","139.897628","patrol02","37.490472","1450325311631","20151217_130656","0.468"
"2015/12/17 13:06:56","14","0.049","9.415","4655854","139.897633","patrol02","37.49046","1450325311732","20151217_130656","0.468"
"2015/12/17 13:06:56","14","0.32","9.428","4655855","139.897638","patrol02","37.490449","1450325311833","20151217_130656","0.501"
"2015/12/17 13:06:56","14","0.348","9.494","4655856","139.897643","patrol02","37.490438","1450325311929","20151217_130656","0.506"
"2015/12/17 13:06:56","14","0.137","9.619","4655857","139.897648","patrol02","37.490426","1450325312029","20151217_130656","0.533"
"2015/12/17 13:06:56","14","0.375","9.722","4655858","139.897654","patrol02","37.490415","1450325312130","20151217_130656","0.513"
"2015/12/17 13:06:56","14","0.564","9.698","4655859","139.897659","patrol02","37.490403","1450325312231","20151217_130656","0.473"
"2015/12/17 13:06:56","14","0.275","9.667","4655860","139.897664","patrol02","37.490392","1450325312331","20151217_130656","0.531"
"2015/12/17 13:06:56","17","0.408","9.659","4655861","139.897669","patrol02","37.490381","1450325312432","20151217_130656","0.573"
"2015/12/17 13:06:56","17","0.573","9.706","4655862","139.897674","patrol02","37.490369","1450325312533","20151217_130656","0.522"
"2015/12/17 13:06:56","17","0.62","9.835","4655863","139.897679","patrol02","37.490358","1450325312634","20151217_130656","0.486"
"2015/12/17 13:06:56","17","0.537","10.001","4655864","139.897683","patrol02","37.490347","1450325312729","20151217_130656","0.555"
"2015/12/17 13:06:56","17","0.498","9.787","4655865","139.897688","patrol02","37.490335","1450325312835","20151217_130656","0.488"
"2015/12/17 13:06:56","17","0.321","9.646","4655866","139.897693","patrol02","37.490325","1450325312931","20151217_130656","0.584"
"2015/12/17 13:06:56","17","0.187","9.432","4655867","139.897698","patrol02","37.490314","1450325313030","20151217_130656","0.584"
"2015/12/17 13:06:56","17","0.316","9.461","4655868","139.897702","patrol02","37.490302","1450325313132","20151217_130656","0.57"
"2015/12/17 13:06:56","17","0.264","9.598","4655869","139.897707","patrol02","37.490291","1450325313231","20151217_130656","0.588"
"2015/12/17 13:06:56","17","0.038","9.805","4655870","139.897712","patrol02","37.49028","1450325313333","20151217_130656","0.579"
"2015/12/17 13:06:56","19","0.0","9.859","4655871","139.897717","patrol02","37.490269","1450325313429","20151217_130656","0.526"
"2015/12/17 13:06:56","19","0.323","9.817","4655872","139.897721","patrol02","37.490258","1450325313530","20151217_130656","0.468"
"2015/12/17 13:06:56","19","0.371","9.514","4655873","139.897726","patrol02","37.490247","1450325313631","20151217_130656","0.515"
"2015/12/17 13:06:56","19","0.164","9.274","4655874","139.89773","patrol02","37.490236","1450325313731","20151217_130656","0.511"
"2015/12/17 13:06:56","19","0.298","9.334","4655875","139.897735","patrol02","37.490225","1450325313832","20151217_130656","0.451"
"2015/12/17 13:06:56","19","0.421","9.556","4655876","139.89774","patrol02","37.490214","1450325313933","20151217_130656","0.406"
"2015/12/17 13:06:56","19","0.146","9.72","4655877","139.897744","patrol02","37.490203","1450325314033","20151217_130656","0.497"
"2015/12/17 13:06:56","19","0.212","9.989","4655878","139.897749","patrol02","37.490193","1450325314129","20151217_130656","0.453"
"2015/12/17 13:06:56","19","0.431","9.966","4655879","139.897753","patrol02","37.490182","1450325314230","20151217_130656","0.419"
"2015/12/17 13:06:56","19","0.323","9.986","4655880","139.897758","patrol02","37.490171","1450325314330","20151217_130656","0.484"
"2015/12/17 13:06:56","19","0.353","9.783","4655881","139.897762","patrol02","37.49016","1450325314431","20151217_130656","0.502"
"2015/12/17 13:06:56","19","0.592","9.534","4655882","139.897766","patrol02","37.490149","1450325314532","20151217_130656","0.299"
"2015/12/17 13:06:56","19","0.624","9.412","4655883","139.89777","patrol02","37.490139","1450325314633","20151217_130656","0.364"
"2015/12/17 13:06:56","19","0.213","9.408","4655884","139.897773","patrol02","37.490128","1450325314733","20151217_130656","0.393"
"2015/12/17 13:06:56","19","0.364","9.449","4655885","139.897777","patrol02","37.490118","1450325314829","20151217_130656","0.388"
"2015/12/17 13:06:56","19","0.352","9.578","4655886","139.89778","patrol02","37.490107","1450325314930","20151217_130656","0.365"
"2015/12/17 13:06:56","19","0.277","9.599","4655887","139.897784","patrol02","37.490096","1450325315030","20151217_130656","0.333"
"2015/12/17 13:06:56","19","0.173","9.749","4655888","139.897788","patrol02","37.490085","1450325315131","20151217_130656","0.407"
"2015/12/17 13:06:56","19","0.475","9.78","4655889","139.897791","patrol02","37.490074","1450325315232","20151217_130656","0.4"
"2015/12/17 13:06:56","19","0.178","9.631","4655890","139.897795","patrol02","37.490063","1450325315332","20151217_130656","0.467"
"2015/12/17 13:06:56","18","-0.052","9.506","4655891","139.897799","patrol02","37.490053","1450325315433","20151217_130656","0.534"
"2015/12/17 13:06:56","18","0.304","9.607","4655892","139.897804","patrol02","37.490042","1450325315529","20151217_130656","0.554"
"2015/12/17 13:06:56","18","0.306","9.609","4655893","139.89781","patrol02","37.490031","1450325315630","20151217_130656","0.573"
"2015/12/17 13:06:56","18","0.278","9.737","4655894","139.897815","patrol02","37.49002","1450325315730","20151217_130656","0.466"
"2015/12/17 13:06:56","18","0.521","9.777","4655895","139.897821","patrol02","37.490009","1450325315831","20151217_130656","0.467"
"2015/12/17 13:06:56","18","0.545","9.722","4655896","139.897826","patrol02","37.489998","1450325315932","20151217_130656","0.374"
"2015/12/17 13:06:56","18","0.185","9.672","4655897","139.897831","patrol02","37.489987","1450325316032","20151217_130656","0.32"
"2015/12/17 13:06:56","18","0.284","9.739","4655898","139.897837","patrol02","37.489976","1450325316133","20151217_130656","0.308"
"2015/12/17 13:06:56","18","0.505","9.684","4655899","139.897842","patrol02","37.489965","1450325316229","20151217_130656","0.374"
"2015/12/17 13:06:56","18","0.054","9.531","4655900","139.897847","patrol02","37.489954","1450325316330","20151217_130656","0.372"
"2015/12/17 13:06:56","14","0.116","9.535","4655901","139.897853","patrol02","37.489943","1450325316430","20151217_130656","0.451"
"2015/12/17 13:06:56","14","0.396","9.484","4655902","139.897859","patrol02","37.489931","1450325316531","20151217_130656","0.431"
"2015/12/17 13:06:56","14","0.304","9.481","4655903","139.897865","patrol02","37.489919","1450325316632","20151217_130656","0.352"
"2015/12/17 13:06:56","14","0.122","9.754","4655904","139.897872","patrol02","37.489907","1450325316732","20151217_130656","0.366"
"2015/12/17 13:06:56","14","0.286","9.871","4655905","139.897878","patrol02","37.489896","1450325316833","20151217_130656","0.342"
"2015/12/17 13:06:56","14","0.221","9.818","4655906","139.897884","patrol02","37.489884","1450325316929","20151217_130656","0.383"
"2015/12/17 13:06:56","14","0.087","9.751","4655907","139.89789","patrol02","37.489873","1450325317029","20151217_130656","0.442"
"2015/12/17 13:06:56","14","0.398","9.569","4655908","139.897896","patrol02","37.489861","1450325317130","20151217_130656","0.391"
"2015/12/17 13:06:56","14","0.428","9.477","4655909","139.897902","patrol02","37.489849","1450325317231","20151217_130656","0.378"
"2015/12/17 13:06:56","14","0.273","9.549","4655910","139.897908","patrol02","37.489837","1450325317331","20151217_130656","0.31"
"2015/12/17 13:06:56","12","0.413","9.802","4655911","139.897914","patrol02","37.489825","1450325317432","20151217_130656","0.323"
"2015/12/17 13:06:56","12","0.301","9.941","4655912","139.89792","patrol02","37.489813","1450325317533","20151217_130656","0.317"
